Timestamp, Moisture (V), Moisture (Raw ADC)
2020-05-06T00:00:00Z,1.91, 37696.00
2020-05-06T00:05:00Z,1.90, 37696.00
2020-05-06T00:10:00Z,1.91, 37760.00
2020-05-06T00:15:00Z,1.90, 37696.00
2020-05-06T00:20:00Z,1.91, 37696.00
2020-05-06T00:25:00Z,1.90, 37888.00
2020-05-06T00:30:00Z,1.90, 37504.00
2020-05-06T00:35:00Z,1.90, 37696.00
2020-05-06T00:40:00Z,1.90, 37632.00
2020-05-06T00:45:00Z,1.89, 37568.00
2020-05-06T00:50:00Z,1.90, 37632.00
2020-05-06T00:55:00Z,1.89, 37632.00
2020-05-06T01:00:00Z,1.88, 37888.00
2020-05-06T01:05:00Z,1.89, 37632.00
2020-05-06T01:10:00Z,1.89, 37440.00
2020-05-06T01:15:00Z,1.89, 37568.00
2020-05-06T01:20:00Z,1.89, 37568.00
2020-05-06T01:25:00Z,1.89, 37504.00
2020-05-06T01:30:00Z,1.89, 37632.00
2020-05-06T01:35:00Z,1.89, 37504.00
2020-05-06T01:40:00Z,1.90, 37696.00
2020-05-06T01:45:00Z,1.89, 37632.00
2020-05-06T01:50:00Z,1.89, 37632.00
2020-05-06T01:55:00Z,1.89, 37760.00
2020-05-06T02:00:00Z,1.89, 37440.00
2020-05-06T02:05:00Z,1.89, 37632.00
2020-05-06T02:10:00Z,1.89, 37184.00
2020-05-06T02:15:00Z,1.89, 37568.00
2020-05-06T02:20:00Z,1.88, 37312.00
2020-05-06T02:25:00Z,1.90, 37504.00
2020-05-06T02:30:00Z,1.89, 37440.00
2020-05-06T02:35:00Z,1.89, 37440.00
2020-05-06T02:40:00Z,1.89, 37440.00
2020-05-06T02:45:00Z,1.89, 37376.00
2020-05-06T02:50:00Z,1.89, 37440.00
2020-05-06T02:55:00Z,1.89, 37376.00
2020-05-06T03:00:00Z,1.89, 37376.00
2020-05-06T03:05:00Z,1.89, 37440.00
2020-05-06T03:10:00Z,1.89, 37376.00
2020-05-06T03:15:00Z,1.89, 37504.00
2020-05-06T03:20:00Z,1.89, 37440.00
2020-05-06T03:25:00Z,1.89, 37376.00
2020-05-06T03:30:00Z,1.88, 37312.00
2020-05-06T03:35:00Z,1.89, 37312.00
2020-05-06T03:40:00Z,1.88, 37376.00
2020-05-06T03:45:00Z,1.89, 37376.00
2020-05-06T03:50:00Z,1.88, 37312.00
2020-05-06T03:55:00Z,1.89, 37376.00
2020-05-06T04:00:00Z,1.89, 37184.00
2020-05-06T04:05:00Z,1.88, 37376.00
2020-05-06T04:10:00Z,1.87, 37312.00
2020-05-06T04:15:00Z,1.88, 37312.00
2020-05-06T04:20:00Z,1.88, 37312.00
2020-05-06T04:25:00Z,1.88, 37184.00
2020-05-06T04:30:00Z,1.88, 37824.00
2020-05-06T04:35:00Z,1.88, 37248.00
2020-05-06T04:40:00Z,1.88, 37184.00
2020-05-06T04:45:00Z,1.88, 37120.00
2020-05-06T04:50:00Z,1.88, 37184.00
2020-05-06T04:55:00Z,1.89, 37120.00
2020-05-06T05:00:00Z,1.87, 37184.00
2020-05-06T05:05:00Z,1.88, 37312.00
2020-05-06T05:10:00Z,1.87, 37184.00
2020-05-06T05:15:00Z,1.88, 37056.00
2020-05-06T05:20:00Z,1.88, 37120.00
2020-05-06T05:25:00Z,1.88, 37248.00
2020-05-06T05:30:00Z,1.88, 36992.00
2020-05-06T05:35:00Z,1.87, 37184.00
2020-05-06T05:40:00Z,1.87, 37184.00
2020-05-06T05:45:00Z,1.87, 37120.00
2020-05-06T05:50:00Z,1.88, 37056.00
2020-05-06T05:55:00Z,1.88, 37248.00
2020-05-06T06:00:00Z,1.87, 36928.00
2020-05-06T06:05:00Z,1.87, 37248.00
2020-05-06T06:10:00Z,1.87, 37120.00
2020-05-06T06:15:00Z,1.87, 36992.00
2020-05-06T06:20:00Z,1.87, 37120.00
2020-05-06T06:25:00Z,1.87, 37056.00
2020-05-06T06:30:00Z,1.87, 36992.00
2020-05-06T06:35:00Z,1.85, 37056.00
2020-05-06T06:40:00Z,1.87, 36928.00
2020-05-06T06:45:00Z,1.87, 37120.00
2020-05-06T06:50:00Z,1.87, 36928.00
2020-05-06T06:55:00Z,1.87, 36928.00
2020-05-06T07:00:00Z,1.86, 37056.00
2020-05-06T07:05:00Z,1.89, 36864.00
2020-05-06T07:10:00Z,1.86, 36864.00
2020-05-06T07:15:00Z,1.86, 36928.00
2020-05-06T07:20:00Z,1.86, 36928.00
2020-05-06T07:25:00Z,1.86, 37056.00
2020-05-06T07:30:00Z,1.87, 36864.00
2020-05-06T07:35:00Z,1.87, 36864.00
2020-05-06T07:40:00Z,1.87, 36864.00
2020-05-06T07:45:00Z,1.87, 36928.00
2020-05-06T07:50:00Z,1.86, 36864.00
2020-05-06T07:55:00Z,1.86, 36864.00
2020-05-06T08:00:00Z,1.87, 36928.00
2020-05-06T08:05:00Z,1.87, 37056.00
2020-05-06T08:10:00Z,1.87, 36864.00
2020-05-06T08:15:00Z,1.87, 36928.00
2020-05-06T08:20:00Z,1.86, 36928.00
2020-05-06T08:25:00Z,1.87, 36928.00
2020-05-06T08:30:00Z,1.86, 36864.00
2020-05-06T08:35:00Z,1.86, 36864.00
2020-05-06T08:40:00Z,1.86, 36992.00
2020-05-06T08:45:00Z,1.86, 36864.00
2020-05-06T08:50:00Z,1.87, 37056.00
2020-05-06T08:55:00Z,1.86, 36992.00
2020-05-06T09:00:00Z,1.86, 36928.00
2020-05-06T09:05:00Z,1.86, 36928.00
2020-05-06T09:10:00Z,1.86, 37120.00
2020-05-06T09:15:00Z,1.87, 36864.00
2020-05-06T09:20:00Z,1.87, 36928.00
2020-05-06T09:25:00Z,1.87, 36992.00
2020-05-06T09:30:00Z,1.87, 36864.00
2020-05-06T09:35:00Z,1.87, 36992.00
2020-05-06T09:40:00Z,1.87, 36928.00
2020-05-06T09:45:00Z,1.86, 36992.00
2020-05-06T09:50:00Z,1.86, 36864.00
2020-05-06T09:55:00Z,1.86, 36864.00
2020-05-06T10:00:00Z,1.87, 36992.00
2020-05-06T10:05:00Z,1.87, 36992.00
2020-05-06T10:10:00Z,1.87, 36864.00
2020-05-06T10:15:00Z,1.86, 37184.00
2020-05-06T10:20:00Z,1.87, 36672.00
2020-05-06T10:25:00Z,1.86, 36864.00
2020-05-06T10:30:00Z,1.86, 36864.00
2020-05-06T10:35:00Z,1.86, 37056.00
2020-05-06T10:40:00Z,1.87, 36864.00
2020-05-06T10:45:00Z,1.87, 36928.00
2020-05-06T10:50:00Z,1.87, 36928.00
2020-05-06T10:55:00Z,1.86, 36928.00
2020-05-06T11:00:00Z,1.87, 36864.00
2020-05-06T11:05:00Z,1.86, 36992.00
2020-05-06T11:10:00Z,1.86, 36864.00
2020-05-06T11:15:00Z,1.86, 36864.00
2020-05-06T11:20:00Z,1.87, 36864.00
2020-05-06T11:25:00Z,1.86, 37504.00
2020-05-06T11:30:00Z,1.86, 37056.00
2020-05-06T11:35:00Z,1.86, 36864.00
2020-05-06T11:40:00Z,1.87, 36928.00
2020-05-06T11:45:00Z,1.86, 36992.00
