Timestamp, Moisture (V), Moisture (Raw ADC)
2020-05-01T00:00:00Z,1.89, 37760.00
2020-05-01T00:30:00Z,1.89, 37696.00
2020-05-01T01:00:00Z,1.87, 37760.00
2020-05-01T01:30:00Z,1.89, 37440.00
2020-05-01T02:00:00Z,1.88, 37376.00
2020-05-01T02:30:00Z,1.87, 37248.00
2020-05-01T03:00:00Z,1.87, 37120.00
2020-05-01T03:30:00Z,1.86, 37184.00
2020-05-01T04:00:00Z,1.87, 36864.00
2020-05-01T04:30:00Z,1.86, 36864.00
2020-05-01T05:00:00Z,1.87, 36928.00
2020-05-01T05:30:00Z,1.84, 36736.00
2020-05-01T06:00:00Z,1.86, 36864.00
2020-05-01T06:30:00Z,1.86, 36736.00
2020-05-01T07:00:00Z,1.86, 36672.00
2020-05-01T07:30:00Z,1.85, 36864.00
2020-05-01T08:00:00Z,1.87, 36864.00
2020-05-01T08:30:00Z,1.87, 36992.00
2020-05-01T09:00:00Z,1.86, 36992.00
2020-05-01T09:30:00Z,1.87, 37056.00
2020-05-01T10:00:00Z,1.86, 36992.00
2020-05-01T10:30:00Z,1.86, 36864.00
2020-05-01T11:00:00Z,1.86, 36864.00
2020-05-01T11:30:00Z,1.87, 36992.00
2020-05-01T12:00:00Z,1.86, 36864.00
2020-05-01T12:30:00Z,1.86, 37120.00
2020-05-01T13:00:00Z,1.88, 37248.00
2020-05-01T13:30:00Z,1.88, 37312.00
2020-05-01T14:00:00Z,1.88, 37184.00
2020-05-01T14:30:00Z,1.89, 37248.00
2020-05-01T15:00:00Z,1.88, 37312.00
2020-05-01T15:30:00Z,1.89, 37248.00
2020-05-01T16:00:00Z,1.89, 37312.00
2020-05-01T16:30:00Z,1.89, 37376.00
2020-05-01T17:00:00Z,1.89, 37376.00
2020-05-01T17:30:00Z,1.88, 37312.00
2020-05-01T18:00:00Z,1.88, 37440.00
2020-05-01T18:30:00Z,1.89, 37184.00
2020-05-01T19:00:00Z,1.88, 37376.00
2020-05-01T19:30:00Z,1.88, 37120.00
2020-05-01T20:00:00Z,1.86, 36608.00
2020-05-01T20:30:00Z,1.85, 36736.00
2020-05-01T21:00:00Z,1.84, 36224.00
2020-05-01T21:30:00Z,1.84, 36160.00
2020-05-01T22:00:00Z,1.85, 36480.00
2020-05-01T22:30:00Z,1.86, 36864.00
2020-05-01T23:00:00Z,1.86, 36736.00
2020-05-01T23:30:00Z,1.87, 36864.00
