Timestamp, Moisture (V), Moisture (Raw ADC)
2020-04-18T00:25:00Z,1.94, 38144.00
2020-04-18T00:55:00Z,1.93, 38144.00
2020-04-18T01:25:00Z,1.91, 38400.00
2020-04-18T01:55:00Z,1.94, 38400.00
2020-04-18T02:25:00Z,1.96, 38272.00
2020-04-18T02:55:00Z,1.96, 38656.00
2020-04-18T03:25:00Z,1.95, 39040.00
2020-04-18T03:55:00Z,1.95, 38848.00
2020-04-18T04:25:00Z,1.94, 38912.00
2020-04-18T04:55:00Z,1.95, 38592.00
2020-04-18T05:25:00Z,1.95, 38528.00
2020-04-18T05:55:00Z,1.94, 38656.00
2020-04-18T06:25:00Z,1.93, 38464.00
2020-04-18T06:55:00Z,1.93, 38592.00
2020-04-18T07:25:00Z,1.93, 38656.00
2020-04-18T07:55:00Z,1.93, 38144.00
2020-04-18T08:25:00Z,1.94, 38144.00
2020-04-18T08:55:00Z,1.93, 38528.00
2020-04-18T09:25:00Z,1.94, 38336.00
2020-04-18T09:55:00Z,1.93, 38336.00
2020-04-18T10:25:00Z,1.93, 38528.00
2020-04-18T10:55:00Z,1.95, 38464.00
2020-04-18T11:25:00Z,1.96, 38208.00
2020-04-18T11:55:00Z,1.95, 38720.00
2020-04-18T12:25:00Z,1.94, 38656.00
2020-04-18T12:55:00Z,1.96, 38848.00
2020-04-18T13:25:00Z,1.95, 38656.00
2020-04-18T13:55:00Z,1.95, 38656.00
2020-04-18T14:25:00Z,1.96, 38848.00
2020-04-18T14:55:00Z,1.97, 38592.00
2020-04-18T15:25:00Z,1.96, 38528.00
2020-04-18T15:55:00Z,1.94, 38656.00
2020-04-18T16:25:00Z,1.94, 38464.00
2020-04-18T16:55:00Z,1.95, 38272.00
2020-04-18T17:25:00Z,1.94, 38720.00
2020-04-18T17:55:00Z,1.94, 38528.00
2020-04-18T18:25:00Z,1.93, 38400.00
2020-04-18T18:55:00Z,1.94, 38400.00
2020-04-18T19:25:00Z,1.94, 38208.00
2020-04-18T19:55:00Z,1.92, 38272.00
2020-04-18T20:25:00Z,1.93, 37952.00
2020-04-18T20:55:00Z,1.92, 38336.00
2020-04-18T21:25:00Z,1.93, 38528.00
2020-04-18T21:55:00Z,1.92, 38272.00
2020-04-18T22:25:00Z,1.93, 38464.00
2020-04-18T22:55:00Z,1.93, 38592.00
2020-04-18T23:25:00Z,1.93, 38720.00
2020-04-18T23:55:00Z,1.93, 38208.00
