Timestamp, Moisture (V), Moisture (Raw ADC)
2020-04-12T00:25:00Z,0.24, 4864.00
2020-04-12T00:55:00Z,0.24, 4864.00
2020-04-12T01:25:00Z,0.24, 4800.00
2020-04-12T01:55:00Z,0.24, 4800.00
2020-04-12T02:25:00Z,0.24, 4800.00
2020-04-12T02:55:00Z,0.24, 4800.00
2020-04-12T03:25:00Z,0.24, 4800.00
2020-04-12T03:55:00Z,0.24, 4800.00
2020-04-12T04:25:00Z,0.24, 4800.00
2020-04-12T04:55:00Z,0.24, 4800.00
2020-04-12T05:25:00Z,0.24, 4800.00
2020-04-12T05:55:00Z,0.24, 4800.00
2020-04-12T06:25:00Z,0.24, 4800.00
2020-04-12T06:55:00Z,0.24, 4800.00
2020-04-12T07:25:00Z,0.24, 4800.00
2020-04-12T07:55:00Z,0.24, 4800.00
2020-04-12T08:25:00Z,0.24, 4800.00
2020-04-12T08:55:00Z,0.24, 4800.00
2020-04-12T09:25:00Z,0.24, 4800.00
2020-04-12T09:55:00Z,0.24, 4800.00
2020-04-12T10:25:00Z,0.24, 4800.00
2020-04-12T10:55:00Z,0.24, 4800.00
2020-04-12T11:25:00Z,0.24, 4800.00
2020-04-12T11:55:00Z,0.24, 4800.00
2020-04-12T12:25:00Z,0.24, 4800.00
2020-04-12T12:55:00Z,0.24, 4800.00
2020-04-12T13:25:00Z,0.24, 4800.00
2020-04-12T13:55:00Z,0.24, 4800.00
2020-04-12T14:25:00Z,0.24, 4800.00
2020-04-12T14:55:00Z,0.24, 4800.00
2020-04-12T15:25:00Z,0.24, 4800.00
2020-04-12T15:55:00Z,0.24, 4800.00
2020-04-12T16:25:00Z,0.24, 4800.00
2020-04-12T16:55:00Z,0.24, 4800.00
2020-04-12T17:25:00Z,0.24, 4800.00
2020-04-12T17:55:00Z,0.24, 4800.00
2020-04-12T18:25:00Z,0.24, 4800.00
2020-04-12T18:55:00Z,0.24, 4800.00
2020-04-12T19:25:00Z,0.24, 4800.00
2020-04-12T19:55:00Z,0.24, 4800.00
2020-04-12T20:25:00Z,0.24, 4800.00
2020-04-12T20:55:00Z,0.24, 4800.00
2020-04-12T21:25:00Z,0.24, 4864.00
2020-04-12T21:55:00Z,0.24, 4864.00
2020-04-12T22:25:00Z,0.24, 4864.00
2020-04-12T22:55:00Z,0.24, 4864.00
2020-04-12T23:25:00Z,0.24, 4864.00
2020-04-12T23:55:00Z,0.24, 4864.00
