Timestamp, Moisture (V), Moisture (Raw ADC)
2020-04-30T00:00:00Z,0.24, 4864.00
2020-04-30T00:30:00Z,0.24, 4864.00
2020-04-30T01:00:00Z,0.24, 4864.00
2020-04-30T01:30:00Z,0.24, 4864.00
2020-04-30T02:00:00Z,0.24, 4800.00
2020-04-30T02:30:00Z,0.24, 4800.00
2020-04-30T03:00:00Z,0.24, 4800.00
2020-04-30T03:30:00Z,0.24, 4800.00
2020-04-30T04:00:00Z,0.24, 4800.00
2020-04-30T04:30:00Z,0.24, 4800.00
2020-04-30T05:00:00Z,0.24, 4800.00
2020-04-30T05:30:00Z,0.24, 4800.00
2020-04-30T06:00:00Z,0.24, 4864.00
2020-04-30T06:30:00Z,0.24, 4864.00
2020-04-30T07:00:00Z,0.24, 4864.00
2020-04-30T07:30:00Z,0.24, 4864.00
2020-04-30T08:00:00Z,0.24, 4800.00
2020-04-30T08:30:00Z,0.24, 4800.00
2020-04-30T09:00:00Z,0.24, 4800.00
2020-04-30T09:30:00Z,0.24, 4800.00
2020-04-30T10:00:00Z,0.24, 4800.00
2020-04-30T10:30:00Z,0.24, 4800.00
2020-04-30T11:00:00Z,0.24, 4800.00
2020-04-30T11:30:00Z,0.24, 4800.00
2020-04-30T12:00:00Z,0.24, 4864.00
2020-04-30T12:30:00Z,0.24, 4864.00
2020-04-30T13:00:00Z,0.24, 4864.00
2020-04-30T13:30:00Z,0.24, 4864.00
2020-04-30T14:00:00Z,0.24, 4864.00
2020-04-30T14:30:00Z,0.24, 4864.00
2020-04-30T15:00:00Z,0.24, 4864.00
2020-04-30T15:30:00Z,0.24, 4864.00
2020-04-30T16:00:00Z,0.24, 4864.00
2020-04-30T16:30:00Z,0.24, 4864.00
2020-04-30T17:00:00Z,0.24, 4864.00
2020-04-30T17:30:00Z,0.24, 4864.00
2020-04-30T18:00:00Z,0.24, 4800.00
2020-04-30T18:30:00Z,0.24, 4864.00
2020-04-30T19:00:00Z,0.24, 4864.00
2020-04-30T19:30:00Z,0.24, 4800.00
2020-04-30T20:00:00Z,0.24, 4864.00
2020-04-30T20:30:00Z,0.24, 4864.00
2020-04-30T21:00:00Z,0.24, 4864.00
2020-04-30T21:30:00Z,0.24, 4864.00
2020-04-30T22:00:00Z,0.24, 4864.00
2020-04-30T22:30:00Z,0.24, 4864.00
2020-04-30T23:00:00Z,0.24, 4864.00
2020-04-30T23:30:00Z,0.24, 4864.00
