Timestamp, Moisture (V), Moisture (Raw ADC)
2020-05-13T00:00:00Z,0.24, 4864.00
2020-05-13T00:05:00Z,0.24, 4864.00
2020-05-13T00:10:00Z,0.24, 4864.00
2020-05-13T00:15:00Z,0.24, 4864.00
2020-05-13T00:20:00Z,0.24, 4864.00
2020-05-13T00:25:00Z,0.24, 4864.00
2020-05-13T00:30:00Z,0.24, 4864.00
2020-05-13T00:35:00Z,0.24, 4864.00
2020-05-13T00:40:00Z,0.24, 4864.00
2020-05-13T00:45:00Z,0.24, 4864.00
2020-05-13T00:50:00Z,0.24, 4864.00
2020-05-13T00:55:00Z,0.24, 4864.00
2020-05-13T01:00:00Z,0.24, 4864.00
2020-05-13T01:05:00Z,0.24, 4864.00
2020-05-13T01:10:00Z,0.24, 4864.00
2020-05-13T01:15:00Z,0.24, 4864.00
2020-05-13T01:20:00Z,0.24, 4864.00
2020-05-13T01:25:00Z,0.24, 4864.00
2020-05-13T01:30:00Z,0.24, 4864.00
2020-05-13T01:35:00Z,0.24, 4864.00
2020-05-13T01:40:00Z,0.24, 4864.00
2020-05-13T01:45:00Z,0.24, 4800.00
2020-05-13T01:50:00Z,0.24, 4864.00
2020-05-13T01:55:00Z,0.24, 4864.00
2020-05-13T02:00:00Z,0.24, 4864.00
2020-05-13T02:05:00Z,0.24, 4864.00
2020-05-13T02:10:00Z,0.24, 4800.00
2020-05-13T02:15:00Z,0.24, 4864.00
2020-05-13T02:20:00Z,0.24, 4864.00
2020-05-13T02:25:00Z,0.24, 4864.00
2020-05-13T02:30:00Z,0.24, 4800.00
2020-05-13T02:35:00Z,0.24, 4864.00
2020-05-13T02:40:00Z,0.24, 4864.00
2020-05-13T02:45:00Z,0.24, 4864.00
2020-05-13T02:50:00Z,0.24, 4800.00
2020-05-13T02:55:00Z,0.24, 4864.00
2020-05-13T03:00:00Z,0.24, 4800.00
2020-05-13T03:05:00Z,0.24, 4864.00
2020-05-13T03:10:00Z,0.24, 4800.00
2020-05-13T03:15:00Z,0.24, 4800.00
2020-05-13T03:20:00Z,0.24, 4800.00
2020-05-13T03:25:00Z,0.24, 4800.00
2020-05-13T03:30:00Z,0.24, 4800.00
2020-05-13T03:35:00Z,0.24, 4800.00
2020-05-13T03:40:00Z,0.24, 4800.00
2020-05-13T03:45:00Z,0.24, 4800.00
2020-05-13T03:50:00Z,0.24, 4800.00
2020-05-13T03:55:00Z,0.24, 4800.00
2020-05-13T04:00:00Z,0.24, 4800.00
2020-05-13T04:05:00Z,0.24, 4800.00
2020-05-13T04:10:00Z,0.24, 4800.00
2020-05-13T04:15:00Z,0.24, 4800.00
2020-05-13T04:20:00Z,0.24, 4800.00
2020-05-13T04:25:00Z,0.24, 4800.00
2020-05-13T04:30:00Z,0.24, 4800.00
2020-05-13T04:35:00Z,0.24, 4800.00
