Timestamp, Moisture (V), Moisture (Raw ADC)
2020-04-25T00:26:00Z,0.00, 0.00
2020-04-25T00:56:00Z,0.00, 0.00
2020-04-25T01:26:00Z,0.00, 0.00
2020-04-25T01:56:00Z,0.00, 0.00
2020-04-25T02:26:00Z,0.00, 0.00
2020-04-25T02:56:00Z,0.00, 0.00
2020-04-25T03:26:00Z,0.00, 0.00
2020-04-25T03:56:00Z,0.00, 0.00
2020-04-25T04:26:00Z,0.00, 0.00
2020-04-25T04:56:00Z,0.00, 0.00
2020-04-25T05:26:00Z,0.00, 0.00
2020-04-25T05:56:00Z,0.00, 0.00
2020-04-25T06:26:00Z,0.00, 0.00
2020-04-25T06:56:00Z,0.00, 0.00
2020-04-25T07:26:00Z,0.00, 0.00
2020-04-25T07:56:00Z,0.00, 0.00
2020-04-25T08:26:00Z,0.00, 0.00
2020-04-25T08:56:00Z,0.00, 0.00
2020-04-25T09:26:00Z,0.00, 0.00
2020-04-25T09:56:00Z,0.00, 0.00
2020-04-25T10:26:00Z,0.00, 0.00
2020-04-25T10:56:00Z,0.00, 0.00
2020-04-25T11:26:00Z,0.00, 0.00
2020-04-25T11:56:00Z,0.00, 0.00
2020-04-25T12:26:00Z,0.00, 0.00
2020-04-25T12:56:00Z,0.00, 0.00
2020-04-25T13:26:00Z,0.00, 0.00
2020-04-25T13:56:00Z,0.00, 0.00
2020-04-25T14:26:00Z,0.00, 0.00
2020-04-25T14:56:00Z,0.00, 0.00
2020-04-25T15:26:00Z,0.00, 0.00
2020-04-25T15:56:00Z,0.00, 0.00
2020-04-25T16:26:00Z,0.00, 0.00
2020-04-25T16:56:00Z,0.00, 0.00
2020-04-25T17:26:00Z,0.00, 0.00
2020-04-25T17:56:00Z,0.00, 0.00
2020-04-25T18:26:00Z,0.00, 0.00
2020-04-25T18:56:00Z,0.00, 0.00
2020-04-25T19:26:00Z,0.00, 0.00
2020-04-25T19:56:00Z,0.00, 0.00
2020-04-25T20:26:00Z,0.00, 0.00
2020-04-25T20:56:00Z,0.00, 0.00
2020-04-25T21:26:00Z,0.00, 0.00
2020-04-25T21:56:00Z,0.00, 0.00
2020-04-25T22:26:00Z,0.00, 0.00
2020-04-25T22:56:00Z,0.00, 0.00
2020-04-25T23:26:00Z,0.00, 0.00
2020-04-25T23:56:00Z,0.00, 0.00
